timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu
2026/02/04 01:04:46.783, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:04:47.791, NVIDIA Thor, 48 %, [N/A], [N/A], 37
2026/02/04 01:04:48.793, NVIDIA Thor, 0 %, [N/A], [N/A], 37
2026/02/04 01:04:49.794, NVIDIA Thor, 2 %, [N/A], [N/A], 36
2026/02/04 01:04:50.797, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:04:51.802, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:04:52.807, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:04:53.810, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:04:54.814, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:04:55.819, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:04:56.824, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:04:57.827, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:04:58.831, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:04:59.836, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:05:00.840, NVIDIA Thor, 0 %, [N/A], [N/A], 37
2026/02/04 01:05:01.842, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:05:02.847, NVIDIA Thor, 0 %, [N/A], [N/A], 36
