timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu
2026/02/05 07:52:57.717, NVIDIA Thor, 94 %, [N/A], [N/A], 43
2026/02/05 07:52:58.723, NVIDIA Thor, 4 %, [N/A], [N/A], 43
2026/02/05 07:52:59.725, NVIDIA Thor, 1 %, [N/A], [N/A], 43
2026/02/05 07:53:00.727, NVIDIA Thor, 3 %, [N/A], [N/A], 42
2026/02/05 07:53:01.729, NVIDIA Thor, 59 %, [N/A], [N/A], 43
2026/02/05 07:53:02.734, NVIDIA Thor, 1 %, [N/A], [N/A], 42
2026/02/05 07:53:03.735, NVIDIA Thor, 98 %, [N/A], [N/A], 44
2026/02/05 07:53:04.737, NVIDIA Thor, 3 %, [N/A], [N/A], 42
2026/02/05 07:53:05.739, NVIDIA Thor, 97 %, [N/A], [N/A], 44
2026/02/05 07:53:06.742, NVIDIA Thor, 1 %, [N/A], [N/A], 43
2026/02/05 07:53:07.743, NVIDIA Thor, 9 %, [N/A], [N/A], 43
2026/02/05 07:53:08.745, NVIDIA Thor, 0 %, [N/A], [N/A], 43
2026/02/05 07:53:09.746, NVIDIA Thor, 5 %, [N/A], [N/A], 43
2026/02/05 07:53:10.749, NVIDIA Thor, 1 %, [N/A], [N/A], 42
2026/02/05 07:53:11.750, NVIDIA Thor, 98 %, [N/A], [N/A], 44
2026/02/05 07:53:12.754, NVIDIA Thor, 4 %, [N/A], [N/A], 43
2026/02/05 07:53:13.755, NVIDIA Thor, 20 %, [N/A], [N/A], 43
2026/02/05 07:53:14.764, NVIDIA Thor, 98 %, [N/A], [N/A], 44
2026/02/05 07:53:15.766, NVIDIA Thor, 2 %, [N/A], [N/A], 43
2026/02/05 07:53:16.768, NVIDIA Thor, 0 %, [N/A], [N/A], 42
2026/02/05 07:53:17.770, NVIDIA Thor, 98 %, [N/A], [N/A], 44
2026/02/05 07:53:18.772, NVIDIA Thor, 0 %, [N/A], [N/A], 43
2026/02/05 07:53:19.773, NVIDIA Thor, 98 %, [N/A], [N/A], 44
2026/02/05 07:53:20.777, NVIDIA Thor, 2 %, [N/A], [N/A], 43
2026/02/05 07:53:21.779, NVIDIA Thor, 3 %, [N/A], [N/A], 43
2026/02/05 07:53:22.781, NVIDIA Thor, 90 %, [N/A], [N/A], 44
2026/02/05 07:53:23.784, NVIDIA Thor, 98 %, [N/A], [N/A], 45
2026/02/05 07:53:24.786, NVIDIA Thor, 97 %, [N/A], [N/A], 45
2026/02/05 07:53:25.790, NVIDIA Thor, 10 %, [N/A], [N/A], 43
2026/02/05 07:53:26.792, NVIDIA Thor, 4 %, [N/A], [N/A], 43
2026/02/05 07:53:27.793, NVIDIA Thor, 97 %, [N/A], [N/A], 44
2026/02/05 07:53:28.796, NVIDIA Thor, 47 %, [N/A], [N/A], 44
2026/02/05 07:53:29.797, NVIDIA Thor, 0 %, [N/A], [N/A], 43
2026/02/05 07:53:30.799, NVIDIA Thor, 2 %, [N/A], [N/A], 43
2026/02/05 07:53:31.801, NVIDIA Thor, 0 %, [N/A], [N/A], 43
2026/02/05 07:53:32.802, NVIDIA Thor, 91 %, [N/A], [N/A], 44
2026/02/05 07:53:33.806, NVIDIA Thor, 98 %, [N/A], [N/A], 44
2026/02/05 07:53:34.809, NVIDIA Thor, 6 %, [N/A], [N/A], 44
2026/02/05 07:53:35.810, NVIDIA Thor, 7 %, [N/A], [N/A], 43
2026/02/05 07:53:36.811, NVIDIA Thor, 98 %, [N/A], [N/A], 45
2026/02/05 07:53:37.817, NVIDIA Thor, 62 %, [N/A], [N/A], 44
2026/02/05 07:53:38.819, NVIDIA Thor, 10 %, [N/A], [N/A], 44
2026/02/05 07:53:39.820, NVIDIA Thor, 71 %, [N/A], [N/A], 44
2026/02/05 07:53:40.822, NVIDIA Thor, 98 %, [N/A], [N/A], 45
2026/02/05 07:53:41.824, NVIDIA Thor, 2 %, [N/A], [N/A], 43
2026/02/05 07:53:42.826, NVIDIA Thor, 97 %, [N/A], [N/A], 45
2026/02/05 07:53:43.835, NVIDIA Thor, 7 %, [N/A], [N/A], 44
2026/02/05 07:53:44.838, NVIDIA Thor, 2 %, [N/A], [N/A], 44
2026/02/05 07:53:45.840, NVIDIA Thor, 2 %, [N/A], [N/A], 43
2026/02/05 07:53:46.847, NVIDIA Thor, 98 %, [N/A], [N/A], 45
2026/02/05 07:53:47.852, NVIDIA Thor, 8 %, [N/A], [N/A], 44
2026/02/05 07:53:48.854, NVIDIA Thor, 98 %, [N/A], [N/A], 45
2026/02/05 07:53:49.858, NVIDIA Thor, 98 %, [N/A], [N/A], 45
2026/02/05 07:53:50.861, NVIDIA Thor, 3 %, [N/A], [N/A], 44
2026/02/05 07:53:51.862, NVIDIA Thor, 0 %, [N/A], [N/A], 43
2026/02/05 07:53:52.864, NVIDIA Thor, 97 %, [N/A], [N/A], 45
2026/02/05 07:53:53.869, NVIDIA Thor, 8 %, [N/A], [N/A], 44
2026/02/05 07:53:54.870, NVIDIA Thor, 2 %, [N/A], [N/A], 44
2026/02/05 07:53:55.872, NVIDIA Thor, 98 %, [N/A], [N/A], 45
2026/02/05 07:53:56.878, NVIDIA Thor, 11 %, [N/A], [N/A], 44
2026/02/05 07:53:57.879, NVIDIA Thor, 95 %, [N/A], [N/A], 45
2026/02/05 07:53:58.884, NVIDIA Thor, 97 %, [N/A], [N/A], 46
2026/02/05 07:53:59.887, NVIDIA Thor, 97 %, [N/A], [N/A], 45
2026/02/05 07:54:00.890, NVIDIA Thor, 10 %, [N/A], [N/A], 44
2026/02/05 07:54:01.891, NVIDIA Thor, 6 %, [N/A], [N/A], 44
2026/02/05 07:54:02.893, NVIDIA Thor, 97 %, [N/A], [N/A], 45
2026/02/05 07:54:03.898, NVIDIA Thor, 61 %, [N/A], [N/A], 45
2026/02/05 07:54:04.900, NVIDIA Thor, 1 %, [N/A], [N/A], 44
2026/02/05 07:54:05.901, NVIDIA Thor, 97 %, [N/A], [N/A], 46
2026/02/05 07:54:06.905, NVIDIA Thor, 97 %, [N/A], [N/A], 45
2026/02/05 07:54:07.907, NVIDIA Thor, 7 %, [N/A], [N/A], 44
2026/02/05 07:54:08.909, NVIDIA Thor, 97 %, [N/A], [N/A], 45
2026/02/05 07:54:09.915, NVIDIA Thor, 9 %, [N/A], [N/A], 45
2026/02/05 07:54:10.917, NVIDIA Thor, 95 %, [N/A], [N/A], 45
2026/02/05 07:54:11.920, NVIDIA Thor, 85 %, [N/A], [N/A], 46
2026/02/05 07:54:12.922, NVIDIA Thor, 0 %, [N/A], [N/A], 44
2026/02/05 07:54:13.923, NVIDIA Thor, 97 %, [N/A], [N/A], 46
2026/02/05 07:54:14.927, NVIDIA Thor, 21 %, [N/A], [N/A], 44
2026/02/05 07:54:15.929, NVIDIA Thor, 5 %, [N/A], [N/A], 44
2026/02/05 07:54:16.931, NVIDIA Thor, 98 %, [N/A], [N/A], 45
2026/02/05 07:54:17.934, NVIDIA Thor, 98 %, [N/A], [N/A], 46
2026/02/05 07:54:18.937, NVIDIA Thor, 92 %, [N/A], [N/A], 45
2026/02/05 07:54:19.939, NVIDIA Thor, 8 %, [N/A], [N/A], 44
2026/02/05 07:54:20.941, NVIDIA Thor, 7 %, [N/A], [N/A], 44
2026/02/05 07:54:21.942, NVIDIA Thor, 10 %, [N/A], [N/A], 44
2026/02/05 07:54:22.944, NVIDIA Thor, 2 %, [N/A], [N/A], 44
2026/02/05 07:54:23.946, NVIDIA Thor, 35 %, [N/A], [N/A], 44
2026/02/05 07:54:24.952, NVIDIA Thor, 91 %, [N/A], [N/A], 45
2026/02/05 07:54:25.955, NVIDIA Thor, 1 %, [N/A], [N/A], 44
2026/02/05 07:54:26.957, NVIDIA Thor, 52 %, [N/A], [N/A], 45
2026/02/05 07:54:27.963, NVIDIA Thor, 97 %, [N/A], [N/A], 46
2026/02/05 07:54:28.970, NVIDIA Thor, 97 %, [N/A], [N/A], 46
2026/02/05 07:54:29.977, NVIDIA Thor, 98 %, [N/A], [N/A], 46
2026/02/05 07:54:30.979, NVIDIA Thor, 41 %, [N/A], [N/A], 44
2026/02/05 07:54:31.981, NVIDIA Thor, 43 %, [N/A], [N/A], 46
2026/02/05 07:54:32.982, NVIDIA Thor, 3 %, [N/A], [N/A], 44
2026/02/05 07:54:33.985, NVIDIA Thor, 0 %, [N/A], [N/A], 44
2026/02/05 07:54:34.986, NVIDIA Thor, 98 %, [N/A], [N/A], 46
2026/02/05 07:54:35.989, NVIDIA Thor, 3 %, [N/A], [N/A], 45
2026/02/05 07:54:36.990, NVIDIA Thor, 9 %, [N/A], [N/A], 45
2026/02/05 07:54:37.992, NVIDIA Thor, 1 %, [N/A], [N/A], 45
2026/02/05 07:54:38.994, NVIDIA Thor, 12 %, [N/A], [N/A], 45
2026/02/05 07:54:39.996, NVIDIA Thor, 97 %, [N/A], [N/A], 46
2026/02/05 07:54:40.999, NVIDIA Thor, 97 %, [N/A], [N/A], 46
2026/02/05 07:54:42.003, NVIDIA Thor, 93 %, [N/A], [N/A], 45
2026/02/05 07:54:43.006, NVIDIA Thor, 1 %, [N/A], [N/A], 44
2026/02/05 07:54:44.008, NVIDIA Thor, 2 %, [N/A], [N/A], 45
2026/02/05 07:54:45.009, NVIDIA Thor, 4 %, [N/A], [N/A], 45
2026/02/05 07:54:46.011, NVIDIA Thor, 0 %, [N/A], [N/A], 44
2026/02/05 07:54:47.013, NVIDIA Thor, 9 %, [N/A], [N/A], 45
2026/02/05 07:54:48.015, NVIDIA Thor, 0 %, [N/A], [N/A], 45
2026/02/05 07:54:49.017, NVIDIA Thor, 98 %, [N/A], [N/A], 46
2026/02/05 07:54:50.021, NVIDIA Thor, 62 %, [N/A], [N/A], 46
2026/02/05 07:54:51.023, NVIDIA Thor, 3 %, [N/A], [N/A], 45
2026/02/05 07:54:52.026, NVIDIA Thor, 98 %, [N/A], [N/A], 46
2026/02/05 07:54:53.029, NVIDIA Thor, 98 %, [N/A], [N/A], 46
2026/02/05 07:54:54.032, NVIDIA Thor, 3 %, [N/A], [N/A], 45
2026/02/05 07:54:55.033, NVIDIA Thor, 0 %, [N/A], [N/A], 45
2026/02/05 07:54:56.034, NVIDIA Thor, 98 %, [N/A], [N/A], 47
2026/02/05 07:54:57.036, NVIDIA Thor, 3 %, [N/A], [N/A], 46
2026/02/05 07:54:58.037, NVIDIA Thor, 8 %, [N/A], [N/A], 45
2026/02/05 07:54:59.039, NVIDIA Thor, 1 %, [N/A], [N/A], 45
2026/02/05 07:55:00.041, NVIDIA Thor, 95 %, [N/A], [N/A], 46
2026/02/05 07:55:01.045, NVIDIA Thor, 0 %, [N/A], [N/A], 45
2026/02/05 07:55:02.047, NVIDIA Thor, 9 %, [N/A], [N/A], 44
2026/02/05 07:55:03.050, NVIDIA Thor, 2 %, [N/A], [N/A], 45
2026/02/05 07:55:04.051, NVIDIA Thor, 98 %, [N/A], [N/A], 46
2026/02/05 07:55:05.058, NVIDIA Thor, 6 %, [N/A], [N/A], 46
2026/02/05 07:55:06.060, NVIDIA Thor, 0 %, [N/A], [N/A], 45
2026/02/05 07:55:07.061, NVIDIA Thor, 1 %, [N/A], [N/A], 45
2026/02/05 07:55:08.063, NVIDIA Thor, 1 %, [N/A], [N/A], 45
2026/02/05 07:55:09.065, NVIDIA Thor, 3 %, [N/A], [N/A], 45
2026/02/05 07:55:10.066, NVIDIA Thor, 98 %, [N/A], [N/A], 47
2026/02/05 07:55:11.069, NVIDIA Thor, 4 %, [N/A], [N/A], 45
2026/02/05 07:55:12.071, NVIDIA Thor, 95 %, [N/A], [N/A], 46
2026/02/05 07:55:13.073, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 07:55:14.075, NVIDIA Thor, 98 %, [N/A], [N/A], 47
2026/02/05 07:55:15.077, NVIDIA Thor, 98 %, [N/A], [N/A], 47
2026/02/05 07:55:16.080, NVIDIA Thor, 1 %, [N/A], [N/A], 45
2026/02/05 07:55:17.082, NVIDIA Thor, 98 %, [N/A], [N/A], 46
2026/02/05 07:55:18.084, NVIDIA Thor, 6 %, [N/A], [N/A], 46
2026/02/05 07:55:19.085, NVIDIA Thor, 1 %, [N/A], [N/A], 45
2026/02/05 07:55:20.087, NVIDIA Thor, 93 %, [N/A], [N/A], 46
2026/02/05 07:55:21.090, NVIDIA Thor, 97 %, [N/A], [N/A], 46
2026/02/05 07:55:22.096, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 07:55:23.100, NVIDIA Thor, 98 %, [N/A], [N/A], 47
2026/02/05 07:55:24.104, NVIDIA Thor, 4 %, [N/A], [N/A], 46
2026/02/05 07:55:25.106, NVIDIA Thor, 4 %, [N/A], [N/A], 45
2026/02/05 07:55:26.108, NVIDIA Thor, 98 %, [N/A], [N/A], 47
2026/02/05 07:55:27.112, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 07:55:28.115, NVIDIA Thor, 98 %, [N/A], [N/A], 47
2026/02/05 07:55:29.121, NVIDIA Thor, 95 %, [N/A], [N/A], 46
2026/02/05 07:55:30.125, NVIDIA Thor, 90 %, [N/A], [N/A], 46
2026/02/05 07:55:31.128, NVIDIA Thor, 13 %, [N/A], [N/A], 45
2026/02/05 07:55:32.146, NVIDIA Thor, 2 %, [N/A], [N/A], 45
2026/02/05 07:55:33.148, NVIDIA Thor, 98 %, [N/A], [N/A], 47
2026/02/05 07:55:34.150, NVIDIA Thor, 0 %, [N/A], [N/A], 45
2026/02/05 07:55:35.151, NVIDIA Thor, 98 %, [N/A], [N/A], 47
2026/02/05 07:55:36.156, NVIDIA Thor, 98 %, [N/A], [N/A], 47
2026/02/05 07:55:37.158, NVIDIA Thor, 7 %, [N/A], [N/A], 46
2026/02/05 07:55:38.160, NVIDIA Thor, 76 %, [N/A], [N/A], 46
2026/02/05 07:55:39.162, NVIDIA Thor, 98 %, [N/A], [N/A], 47
2026/02/05 07:55:40.169, NVIDIA Thor, 2 %, [N/A], [N/A], 46
2026/02/05 07:55:41.170, NVIDIA Thor, 0 %, [N/A], [N/A], 46
2026/02/05 07:55:42.172, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 07:55:43.178, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 07:55:44.185, NVIDIA Thor, 95 %, [N/A], [N/A], 46
2026/02/05 07:55:45.188, NVIDIA Thor, 92 %, [N/A], [N/A], 46
2026/02/05 07:55:46.191, NVIDIA Thor, 2 %, [N/A], [N/A], 45
2026/02/05 07:55:47.192, NVIDIA Thor, 35 %, [N/A], [N/A], 45
2026/02/05 07:55:48.193, NVIDIA Thor, 4 %, [N/A], [N/A], 46
2026/02/05 07:55:49.195, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 07:55:50.199, NVIDIA Thor, 98 %, [N/A], [N/A], 47
2026/02/05 07:55:51.201, NVIDIA Thor, 2 %, [N/A], [N/A], 46
2026/02/05 07:55:52.203, NVIDIA Thor, 96 %, [N/A], [N/A], 47
2026/02/05 07:55:53.209, NVIDIA Thor, 98 %, [N/A], [N/A], 47
2026/02/05 07:55:54.212, NVIDIA Thor, 10 %, [N/A], [N/A], 46
2026/02/05 07:55:55.214, NVIDIA Thor, 94 %, [N/A], [N/A], 47
2026/02/05 07:55:56.219, NVIDIA Thor, 10 %, [N/A], [N/A], 47
2026/02/05 07:55:57.221, NVIDIA Thor, 85 %, [N/A], [N/A], 46
2026/02/05 07:55:58.223, NVIDIA Thor, 98 %, [N/A], [N/A], 47
2026/02/05 07:55:59.227, NVIDIA Thor, 0 %, [N/A], [N/A], 46
2026/02/05 07:56:00.229, NVIDIA Thor, 4 %, [N/A], [N/A], 46
2026/02/05 07:56:01.230, NVIDIA Thor, 2 %, [N/A], [N/A], 45
2026/02/05 07:56:02.232, NVIDIA Thor, 96 %, [N/A], [N/A], 47
2026/02/05 07:56:03.237, NVIDIA Thor, 8 %, [N/A], [N/A], 47
2026/02/05 07:56:04.238, NVIDIA Thor, 0 %, [N/A], [N/A], 46
2026/02/05 07:56:05.242, NVIDIA Thor, 98 %, [N/A], [N/A], 47
2026/02/05 07:56:06.244, NVIDIA Thor, 10 %, [N/A], [N/A], 46
2026/02/05 07:56:07.245, NVIDIA Thor, 82 %, [N/A], [N/A], 46
2026/02/05 07:56:08.247, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 07:56:09.249, NVIDIA Thor, 1 %, [N/A], [N/A], 46
2026/02/05 07:56:10.251, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 07:56:11.254, NVIDIA Thor, 98 %, [N/A], [N/A], 48
2026/02/05 07:56:12.256, NVIDIA Thor, 2 %, [N/A], [N/A], 46
2026/02/05 07:56:13.258, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 07:56:14.262, NVIDIA Thor, 97 %, [N/A], [N/A], 48
2026/02/05 07:56:15.264, NVIDIA Thor, 0 %, [N/A], [N/A], 46
2026/02/05 07:56:16.265, NVIDIA Thor, 14 %, [N/A], [N/A], 47
2026/02/05 07:56:17.267, NVIDIA Thor, 96 %, [N/A], [N/A], 47
2026/02/05 07:56:18.269, NVIDIA Thor, 97 %, [N/A], [N/A], 48
2026/02/05 07:56:19.271, NVIDIA Thor, 8 %, [N/A], [N/A], 46
2026/02/05 07:56:20.273, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 07:56:21.279, NVIDIA Thor, 98 %, [N/A], [N/A], 48
2026/02/05 07:56:22.281, NVIDIA Thor, 7 %, [N/A], [N/A], 46
2026/02/05 07:56:23.283, NVIDIA Thor, 98 %, [N/A], [N/A], 48
2026/02/05 07:56:24.288, NVIDIA Thor, 60 %, [N/A], [N/A], 47
2026/02/05 07:56:25.289, NVIDIA Thor, 5 %, [N/A], [N/A], 46
2026/02/05 07:56:26.291, NVIDIA Thor, 82 %, [N/A], [N/A], 47
2026/02/05 07:56:27.293, NVIDIA Thor, 97 %, [N/A], [N/A], 48
2026/02/05 07:56:28.294, NVIDIA Thor, 1 %, [N/A], [N/A], 46
2026/02/05 07:56:29.296, NVIDIA Thor, 15 %, [N/A], [N/A], 46
2026/02/05 07:56:30.307, NVIDIA Thor, 0 %, [N/A], [N/A], 46
2026/02/05 07:56:31.308, NVIDIA Thor, 9 %, [N/A], [N/A], 46
2026/02/05 07:56:32.309, NVIDIA Thor, 90 %, [N/A], [N/A], 47
2026/02/05 07:56:33.313, NVIDIA Thor, 98 %, [N/A], [N/A], 48
2026/02/05 07:56:34.319, NVIDIA Thor, 98 %, [N/A], [N/A], 48
2026/02/05 07:56:35.323, NVIDIA Thor, 6 %, [N/A], [N/A], 47
2026/02/05 07:56:36.324, NVIDIA Thor, 5 %, [N/A], [N/A], 46
2026/02/05 07:56:37.325, NVIDIA Thor, 98 %, [N/A], [N/A], 48
2026/02/05 07:56:38.329, NVIDIA Thor, 1 %, [N/A], [N/A], 47
2026/02/05 07:56:39.331, NVIDIA Thor, 87 %, [N/A], [N/A], 47
2026/02/05 07:56:40.334, NVIDIA Thor, 40 %, [N/A], [N/A], 48
2026/02/05 07:56:41.335, NVIDIA Thor, 1 %, [N/A], [N/A], 46
2026/02/05 07:56:42.337, NVIDIA Thor, 98 %, [N/A], [N/A], 48
2026/02/05 07:56:43.339, NVIDIA Thor, 3 %, [N/A], [N/A], 47
