timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu
2026/02/04 01:02:16.845, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:02:17.855, NVIDIA Thor, 94 %, [N/A], [N/A], 37
2026/02/04 01:02:18.860, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:02:19.862, NVIDIA Thor, 2 %, [N/A], [N/A], 36
2026/02/04 01:02:20.865, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:02:21.868, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:02:22.871, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:02:23.874, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:02:24.880, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:02:25.883, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:02:26.890, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:02:27.895, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:02:28.898, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:02:29.902, NVIDIA Thor, 0 %, [N/A], [N/A], 36
