timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu
2026/02/04 01:07:04.772, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:07:05.779, NVIDIA Thor, 72 %, [N/A], [N/A], 37
2026/02/04 01:07:06.783, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:07:07.785, NVIDIA Thor, 1 %, [N/A], [N/A], 36
2026/02/04 01:07:08.788, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:07:09.791, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:07:10.793, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:07:11.798, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:07:12.801, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:07:13.804, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:07:14.810, NVIDIA Thor, 2 %, [N/A], [N/A], 36
2026/02/04 01:07:15.813, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:07:16.816, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:07:17.819, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:07:18.824, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:07:19.828, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:07:20.832, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:07:21.834, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:07:22.839, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:07:23.842, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:07:24.847, NVIDIA Thor, 0 %, [N/A], [N/A], 37
2026/02/04 01:07:25.849, NVIDIA Thor, 0 %, [N/A], [N/A], 36
2026/02/04 01:07:26.852, NVIDIA Thor, 0 %, [N/A], [N/A], 37
2026/02/04 01:07:27.855, NVIDIA Thor, 0 %, [N/A], [N/A], 37
2026/02/04 01:07:28.858, NVIDIA Thor, 0 %, [N/A], [N/A], 37
2026/02/04 01:07:29.861, NVIDIA Thor, 0 %, [N/A], [N/A], 37
2026/02/04 01:07:30.864, NVIDIA Thor, 0 %, [N/A], [N/A], 37
2026/02/04 01:07:31.866, NVIDIA Thor, 0 %, [N/A], [N/A], 37
2026/02/04 01:07:32.869, NVIDIA Thor, 0 %, [N/A], [N/A], 37
2026/02/04 01:07:33.872, NVIDIA Thor, 0 %, [N/A], [N/A], 37
2026/02/04 01:07:34.875, NVIDIA Thor, 0 %, [N/A], [N/A], 37
2026/02/04 01:07:35.879, NVIDIA Thor, 0 %, [N/A], [N/A], 37
