timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu
2026/02/05 10:44:48.984, NVIDIA Thor, 5 %, [N/A], [N/A], 45
2026/02/05 10:44:49.986, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 10:44:50.990, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 10:44:51.993, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 10:44:52.996, NVIDIA Thor, 96 %, [N/A], [N/A], 47
2026/02/05 10:44:53.998, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 10:44:55.000, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 10:44:56.005, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 10:44:57.011, NVIDIA Thor, 96 %, [N/A], [N/A], 47
2026/02/05 10:44:58.015, NVIDIA Thor, 96 %, [N/A], [N/A], 47
2026/02/05 10:44:59.021, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 10:45:00.026, NVIDIA Thor, 0 %, [N/A], [N/A], 45
2026/02/05 10:45:01.028, NVIDIA Thor, 0 %, [N/A], [N/A], 45
2026/02/05 10:45:02.030, NVIDIA Thor, 72 %, [N/A], [N/A], 46
2026/02/05 10:45:03.031, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 10:45:04.035, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 10:45:05.038, NVIDIA Thor, 98 %, [N/A], [N/A], 47
2026/02/05 10:45:06.040, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 10:45:07.042, NVIDIA Thor, 98 %, [N/A], [N/A], 47
2026/02/05 10:45:08.045, NVIDIA Thor, 98 %, [N/A], [N/A], 48
2026/02/05 10:45:09.048, NVIDIA Thor, 96 %, [N/A], [N/A], 48
2026/02/05 10:45:10.053, NVIDIA Thor, 70 %, [N/A], [N/A], 47
2026/02/05 10:45:11.057, NVIDIA Thor, 71 %, [N/A], [N/A], 47
2026/02/05 10:45:12.059, NVIDIA Thor, 86 %, [N/A], [N/A], 48
2026/02/05 10:45:13.063, NVIDIA Thor, 97 %, [N/A], [N/A], 48
2026/02/05 10:45:14.066, NVIDIA Thor, 97 %, [N/A], [N/A], 48
2026/02/05 10:45:15.072, NVIDIA Thor, 97 %, [N/A], [N/A], 48
2026/02/05 10:45:16.074, NVIDIA Thor, 1 %, [N/A], [N/A], 47
2026/02/05 10:45:17.078, NVIDIA Thor, 97 %, [N/A], [N/A], 47
2026/02/05 10:45:18.082, NVIDIA Thor, 97 %, [N/A], [N/A], 48
2026/02/05 10:45:19.084, NVIDIA Thor, 98 %, [N/A], [N/A], 48
2026/02/05 10:45:20.086, NVIDIA Thor, 90 %, [N/A], [N/A], 48
2026/02/05 10:45:21.088, NVIDIA Thor, 97 %, [N/A], [N/A], 48
2026/02/05 10:45:22.092, NVIDIA Thor, 96 %, [N/A], [N/A], 49
2026/02/05 10:45:23.095, NVIDIA Thor, 97 %, [N/A], [N/A], 49
2026/02/05 10:45:24.098, NVIDIA Thor, 97 %, [N/A], [N/A], 49
2026/02/05 10:45:25.101, NVIDIA Thor, 98 %, [N/A], [N/A], 48
2026/02/05 10:45:26.104, NVIDIA Thor, 97 %, [N/A], [N/A], 48
2026/02/05 10:45:27.106, NVIDIA Thor, 74 %, [N/A], [N/A], 49
2026/02/05 10:45:28.110, NVIDIA Thor, 95 %, [N/A], [N/A], 49
2026/02/05 10:45:29.117, NVIDIA Thor, 96 %, [N/A], [N/A], 49
2026/02/05 10:45:30.120, NVIDIA Thor, 97 %, [N/A], [N/A], 49
2026/02/05 10:45:31.123, NVIDIA Thor, 76 %, [N/A], [N/A], 49
2026/02/05 10:45:32.129, NVIDIA Thor, 2 %, [N/A], [N/A], 47
2026/02/05 10:45:33.131, NVIDIA Thor, 98 %, [N/A], [N/A], 48
2026/02/05 10:45:34.134, NVIDIA Thor, 97 %, [N/A], [N/A], 49
2026/02/05 10:45:35.140, NVIDIA Thor, 96 %, [N/A], [N/A], 49
2026/02/05 10:45:36.143, NVIDIA Thor, 97 %, [N/A], [N/A], 49
2026/02/05 10:45:37.145, NVIDIA Thor, 98 %, [N/A], [N/A], 49
2026/02/05 10:45:38.147, NVIDIA Thor, 40 %, [N/A], [N/A], 48
2026/02/05 10:45:39.149, NVIDIA Thor, 76 %, [N/A], [N/A], 49
2026/02/05 10:45:40.151, NVIDIA Thor, 88 %, [N/A], [N/A], 49
2026/02/05 10:45:41.153, NVIDIA Thor, 95 %, [N/A], [N/A], 49
2026/02/05 10:45:42.155, NVIDIA Thor, 97 %, [N/A], [N/A], 49
2026/02/05 10:45:43.158, NVIDIA Thor, 97 %, [N/A], [N/A], 49
2026/02/05 10:45:44.164, NVIDIA Thor, 96 %, [N/A], [N/A], 50
2026/02/05 10:45:45.166, NVIDIA Thor, 97 %, [N/A], [N/A], 50
2026/02/05 10:45:46.170, NVIDIA Thor, 98 %, [N/A], [N/A], 49
2026/02/05 10:45:47.172, NVIDIA Thor, 93 %, [N/A], [N/A], 49
2026/02/05 10:45:48.178, NVIDIA Thor, 19 %, [N/A], [N/A], 47
2026/02/05 10:45:49.179, NVIDIA Thor, 45 %, [N/A], [N/A], 47
2026/02/05 10:45:50.183, NVIDIA Thor, 96 %, [N/A], [N/A], 49
2026/02/05 10:45:51.190, NVIDIA Thor, 97 %, [N/A], [N/A], 49
2026/02/05 10:45:52.194, NVIDIA Thor, 98 %, [N/A], [N/A], 49
2026/02/05 10:45:53.200, NVIDIA Thor, 97 %, [N/A], [N/A], 50
2026/02/05 10:45:54.205, NVIDIA Thor, 96 %, [N/A], [N/A], 50
2026/02/05 10:45:55.208, NVIDIA Thor, 97 %, [N/A], [N/A], 50
2026/02/05 10:45:56.212, NVIDIA Thor, 97 %, [N/A], [N/A], 50
2026/02/05 10:45:57.217, NVIDIA Thor, 98 %, [N/A], [N/A], 50
2026/02/05 10:45:58.223, NVIDIA Thor, 97 %, [N/A], [N/A], 50
2026/02/05 10:45:59.225, NVIDIA Thor, 90 %, [N/A], [N/A], 49
2026/02/05 10:46:00.227, NVIDIA Thor, 30 %, [N/A], [N/A], 49
2026/02/05 10:46:01.229, NVIDIA Thor, 97 %, [N/A], [N/A], 50
2026/02/05 10:46:02.232, NVIDIA Thor, 98 %, [N/A], [N/A], 50
2026/02/05 10:46:03.234, NVIDIA Thor, 98 %, [N/A], [N/A], 50
2026/02/05 10:46:04.238, NVIDIA Thor, 98 %, [N/A], [N/A], 50
2026/02/05 10:46:05.242, NVIDIA Thor, 98 %, [N/A], [N/A], 49
2026/02/05 10:46:06.245, NVIDIA Thor, 97 %, [N/A], [N/A], 50
2026/02/05 10:46:07.248, NVIDIA Thor, 98 %, [N/A], [N/A], 50
2026/02/05 10:46:08.251, NVIDIA Thor, 97 %, [N/A], [N/A], 50
2026/02/05 10:46:09.253, NVIDIA Thor, 88 %, [N/A], [N/A], 50
2026/02/05 10:46:10.255, NVIDIA Thor, 87 %, [N/A], [N/A], 50
2026/02/05 10:46:11.257, NVIDIA Thor, 3 %, [N/A], [N/A], 49
2026/02/05 10:46:12.259, NVIDIA Thor, 98 %, [N/A], [N/A], 50
2026/02/05 10:46:13.261, NVIDIA Thor, 96 %, [N/A], [N/A], 50
2026/02/05 10:46:14.266, NVIDIA Thor, 53 %, [N/A], [N/A], 50
2026/02/05 10:46:15.267, NVIDIA Thor, 97 %, [N/A], [N/A], 50
2026/02/05 10:46:16.270, NVIDIA Thor, 97 %, [N/A], [N/A], 50
2026/02/05 10:46:17.274, NVIDIA Thor, 95 %, [N/A], [N/A], 50
2026/02/05 10:46:18.279, NVIDIA Thor, 97 %, [N/A], [N/A], 50
2026/02/05 10:46:19.282, NVIDIA Thor, 92 %, [N/A], [N/A], 50
2026/02/05 10:46:20.288, NVIDIA Thor, 98 %, [N/A], [N/A], 50
2026/02/05 10:46:21.292, NVIDIA Thor, 0 %, [N/A], [N/A], 48
2026/02/05 10:46:22.294, NVIDIA Thor, 87 %, [N/A], [N/A], 50
2026/02/05 10:46:23.296, NVIDIA Thor, 95 %, [N/A], [N/A], 50
2026/02/05 10:46:24.299, NVIDIA Thor, 96 %, [N/A], [N/A], 50
2026/02/05 10:46:25.303, NVIDIA Thor, 96 %, [N/A], [N/A], 50
2026/02/05 10:46:26.309, NVIDIA Thor, 96 %, [N/A], [N/A], 51
2026/02/05 10:46:27.311, NVIDIA Thor, 90 %, [N/A], [N/A], 50
2026/02/05 10:46:28.314, NVIDIA Thor, 98 %, [N/A], [N/A], 50
2026/02/05 10:46:29.316, NVIDIA Thor, 97 %, [N/A], [N/A], 51
2026/02/05 10:46:30.318, NVIDIA Thor, 98 %, [N/A], [N/A], 51
2026/02/05 10:46:31.321, NVIDIA Thor, 97 %, [N/A], [N/A], 51
2026/02/05 10:46:32.324, NVIDIA Thor, 97 %, [N/A], [N/A], 51
2026/02/05 10:46:33.328, NVIDIA Thor, 96 %, [N/A], [N/A], 51
2026/02/05 10:46:34.332, NVIDIA Thor, 90 %, [N/A], [N/A], 51
2026/02/05 10:46:35.335, NVIDIA Thor, 90 %, [N/A], [N/A], 51
2026/02/05 10:46:36.339, NVIDIA Thor, 89 %, [N/A], [N/A], 51
2026/02/05 10:46:37.343, NVIDIA Thor, 0 %, [N/A], [N/A], 49
2026/02/05 10:46:38.345, NVIDIA Thor, 0 %, [N/A], [N/A], 48
2026/02/05 10:46:39.347, NVIDIA Thor, 24 %, [N/A], [N/A], 50
2026/02/05 10:46:40.349, NVIDIA Thor, 25 %, [N/A], [N/A], 50
2026/02/05 10:46:41.351, NVIDIA Thor, 32 %, [N/A], [N/A], 50
2026/02/05 10:46:42.353, NVIDIA Thor, 23 %, [N/A], [N/A], 50
2026/02/05 10:46:43.355, NVIDIA Thor, 97 %, [N/A], [N/A], 51
2026/02/05 10:46:44.361, NVIDIA Thor, 67 %, [N/A], [N/A], 51
2026/02/05 10:46:45.364, NVIDIA Thor, 97 %, [N/A], [N/A], 51
2026/02/05 10:46:46.367, NVIDIA Thor, 96 %, [N/A], [N/A], 51
2026/02/05 10:46:47.370, NVIDIA Thor, 97 %, [N/A], [N/A], 51
2026/02/05 10:46:48.371, NVIDIA Thor, 97 %, [N/A], [N/A], 51
2026/02/05 10:46:49.374, NVIDIA Thor, 98 %, [N/A], [N/A], 51
2026/02/05 10:46:50.379, NVIDIA Thor, 98 %, [N/A], [N/A], 51
2026/02/05 10:46:51.382, NVIDIA Thor, 97 %, [N/A], [N/A], 51
2026/02/05 10:46:52.385, NVIDIA Thor, 97 %, [N/A], [N/A], 51
2026/02/05 10:46:53.387, NVIDIA Thor, 97 %, [N/A], [N/A], 52
2026/02/05 10:46:54.390, NVIDIA Thor, 13 %, [N/A], [N/A], 50
2026/02/05 10:46:55.396, NVIDIA Thor, 97 %, [N/A], [N/A], 51
2026/02/05 10:46:56.401, NVIDIA Thor, 97 %, [N/A], [N/A], 51
2026/02/05 10:46:57.405, NVIDIA Thor, 97 %, [N/A], [N/A], 52
2026/02/05 10:46:58.407, NVIDIA Thor, 97 %, [N/A], [N/A], 52
2026/02/05 10:46:59.411, NVIDIA Thor, 90 %, [N/A], [N/A], 51
2026/02/05 10:47:00.413, NVIDIA Thor, 19 %, [N/A], [N/A], 51
2026/02/05 10:47:01.414, NVIDIA Thor, 94 %, [N/A], [N/A], 51
2026/02/05 10:47:02.416, NVIDIA Thor, 98 %, [N/A], [N/A], 51
2026/02/05 10:47:03.419, NVIDIA Thor, 98 %, [N/A], [N/A], 52
2026/02/05 10:47:04.421, NVIDIA Thor, 98 %, [N/A], [N/A], 52
2026/02/05 10:47:05.424, NVIDIA Thor, 98 %, [N/A], [N/A], 52
2026/02/05 10:47:06.426, NVIDIA Thor, 98 %, [N/A], [N/A], 52
2026/02/05 10:47:07.430, NVIDIA Thor, 48 %, [N/A], [N/A], 51
2026/02/05 10:47:08.436, NVIDIA Thor, 97 %, [N/A], [N/A], 52
2026/02/05 10:47:09.439, NVIDIA Thor, 86 %, [N/A], [N/A], 51
2026/02/05 10:47:10.442, NVIDIA Thor, 10 %, [N/A], [N/A], 50
2026/02/05 10:47:11.443, NVIDIA Thor, 14 %, [N/A], [N/A], 51
2026/02/05 10:47:12.445, NVIDIA Thor, 97 %, [N/A], [N/A], 52
2026/02/05 10:47:13.450, NVIDIA Thor, 96 %, [N/A], [N/A], 52
2026/02/05 10:47:14.454, NVIDIA Thor, 98 %, [N/A], [N/A], 52
2026/02/05 10:47:15.456, NVIDIA Thor, 98 %, [N/A], [N/A], 52
2026/02/05 10:47:16.458, NVIDIA Thor, 97 %, [N/A], [N/A], 52
2026/02/05 10:47:17.460, NVIDIA Thor, 98 %, [N/A], [N/A], 52
2026/02/05 10:47:18.463, NVIDIA Thor, 98 %, [N/A], [N/A], 52
2026/02/05 10:47:19.465, NVIDIA Thor, 86 %, [N/A], [N/A], 52
2026/02/05 10:47:20.467, NVIDIA Thor, 97 %, [N/A], [N/A], 52
2026/02/05 10:47:21.470, NVIDIA Thor, 97 %, [N/A], [N/A], 53
2026/02/05 10:47:22.473, NVIDIA Thor, 96 %, [N/A], [N/A], 52
2026/02/05 10:47:23.477, NVIDIA Thor, 1 %, [N/A], [N/A], 51
2026/02/05 10:47:24.478, NVIDIA Thor, 97 %, [N/A], [N/A], 52
2026/02/05 10:47:25.481, NVIDIA Thor, 97 %, [N/A], [N/A], 53
2026/02/05 10:47:26.487, NVIDIA Thor, 11 %, [N/A], [N/A], 51
2026/02/05 10:47:27.498, NVIDIA Thor, 9 %, [N/A], [N/A], 50
2026/02/05 10:47:28.501, NVIDIA Thor, 96 %, [N/A], [N/A], 51
2026/02/05 10:47:29.505, NVIDIA Thor, 52 %, [N/A], [N/A], 52
2026/02/05 10:47:30.513, NVIDIA Thor, 78 %, [N/A], [N/A], 52
2026/02/05 10:47:31.515, NVIDIA Thor, 85 %, [N/A], [N/A], 52
2026/02/05 10:47:32.517, NVIDIA Thor, 91 %, [N/A], [N/A], 52
2026/02/05 10:47:33.519, NVIDIA Thor, 45 %, [N/A], [N/A], 52
2026/02/05 10:47:34.521, NVIDIA Thor, 97 %, [N/A], [N/A], 52
2026/02/05 10:47:35.523, NVIDIA Thor, 97 %, [N/A], [N/A], 52
2026/02/05 10:47:36.526, NVIDIA Thor, 97 %, [N/A], [N/A], 53
2026/02/05 10:47:37.529, NVIDIA Thor, 97 %, [N/A], [N/A], 53
2026/02/05 10:47:38.536, NVIDIA Thor, 96 %, [N/A], [N/A], 52
2026/02/05 10:47:39.541, NVIDIA Thor, 22 %, [N/A], [N/A], 52
2026/02/05 10:47:40.542, NVIDIA Thor, 98 %, [N/A], [N/A], 52
2026/02/05 10:47:41.546, NVIDIA Thor, 97 %, [N/A], [N/A], 53
2026/02/05 10:47:42.552, NVIDIA Thor, 97 %, [N/A], [N/A], 53
2026/02/05 10:47:43.559, NVIDIA Thor, 3 %, [N/A], [N/A], 51
2026/02/05 10:47:44.561, NVIDIA Thor, 97 %, [N/A], [N/A], 52
2026/02/05 10:47:45.564, NVIDIA Thor, 93 %, [N/A], [N/A], 53
2026/02/05 10:47:46.566, NVIDIA Thor, 95 %, [N/A], [N/A], 53
2026/02/05 10:47:47.573, NVIDIA Thor, 97 %, [N/A], [N/A], 53
2026/02/05 10:47:48.575, NVIDIA Thor, 97 %, [N/A], [N/A], 53
2026/02/05 10:47:49.582, NVIDIA Thor, 97 %, [N/A], [N/A], 53
2026/02/05 10:47:50.586, NVIDIA Thor, 97 %, [N/A], [N/A], 53
2026/02/05 10:47:51.590, NVIDIA Thor, 87 %, [N/A], [N/A], 52
2026/02/05 10:47:52.593, NVIDIA Thor, 97 %, [N/A], [N/A], 53
2026/02/05 10:47:53.595, NVIDIA Thor, 98 %, [N/A], [N/A], 53
2026/02/05 10:47:54.601, NVIDIA Thor, 97 %, [N/A], [N/A], 53
2026/02/05 10:47:55.603, NVIDIA Thor, 97 %, [N/A], [N/A], 53
2026/02/05 10:47:56.607, NVIDIA Thor, 98 %, [N/A], [N/A], 53
2026/02/05 10:47:57.611, NVIDIA Thor, 98 %, [N/A], [N/A], 53
2026/02/05 10:47:58.612, NVIDIA Thor, 98 %, [N/A], [N/A], 53
2026/02/05 10:47:59.615, NVIDIA Thor, 97 %, [N/A], [N/A], 53
2026/02/05 10:48:00.617, NVIDIA Thor, 0 %, [N/A], [N/A], 51
2026/02/05 10:48:01.620, NVIDIA Thor, 98 %, [N/A], [N/A], 53
2026/02/05 10:48:02.622, NVIDIA Thor, 96 %, [N/A], [N/A], 53
2026/02/05 10:48:03.625, NVIDIA Thor, 96 %, [N/A], [N/A], 53
2026/02/05 10:48:04.629, NVIDIA Thor, 97 %, [N/A], [N/A], 53
2026/02/05 10:48:05.631, NVIDIA Thor, 97 %, [N/A], [N/A], 53
2026/02/05 10:48:06.633, NVIDIA Thor, 97 %, [N/A], [N/A], 53
2026/02/05 10:48:07.636, NVIDIA Thor, 96 %, [N/A], [N/A], 53
2026/02/05 10:48:08.638, NVIDIA Thor, 97 %, [N/A], [N/A], 53
